r_A,bulk_Li_vac_c1_s1,bulk_Li_vac_c1_s2,bulk_Li_vac_c2_s1,bulk_Li_vac_c2_s2,bulk_ordered,gb_Sigma3_t1,gb_Sigma3_t1_Li_vac_c1_s1,gb_Sigma3_t1_Li_vac_c1_s2,gb_Sigma3_t1_Li_vac_c2_s1,gb_Sigma3_t1_Li_vac_c2_s2,gb_Sigma3_t2,gb_Sigma3_t2_Li_vac_c1_s1,gb_Sigma3_t2_Li_vac_c1_s2,gb_Sigma3_t2_Li_vac_c2_s1,gb_Sigma3_t2_Li_vac_c2_s2,gb_Sigma3_t3,gb_Sigma3_t3_Li_vac_c1_s1,gb_Sigma3_t3_Li_vac_c1_s2,gb_Sigma3_t3_Li_vac_c2_s1,gb_Sigma3_t3_Li_vac_c2_s2
7.425,0.328447,0.0,0.0,0.0,0.0,1.365662,1.284769,0.0,0.0,0.0,0.0,0.0,0.742311,0.0,0.0,1.365662,1.256219,0.0,0.0,1.174661
7.475,0.607627,0.0,0.0,0.0,0.0,2.694908,1.098621,0.0,0.0,0.0,0.0,0.0,1.23947,0.0,0.0,1.122878,1.436658,0.450716,0.452292,1.074194
7.525,1.079242,0.0,0.0,0.0,0.0,1.99441,1.389833,0.0,0.0,0.0,0.0,0.0,1.41763,0.0,0.0,2.437613,1.25085,0.0,0.0,1.255223
7.575,0.631136,0.0,0.0,0.0,0.0,0.0,1.48127,0.658342,0.660644,0.660644,0.656056,0.658342,2.112181,0.660644,0.660644,1.312112,1.097237,0.0,0.0,1.238707
7.625,0.700746,0.0,0.0,0.0,0.0,2.374095,1.813848,0.0,0.0,0.0,0.0,0.0,1.624341,0.0,0.0,1.942441,1.218256,0.0,0.0,1.521353
7.675,1.114318,0.0,0.0,0.0,0.0,5.325597,1.576525,0.0,0.0,0.0,0.0,0.0,1.843733,0.0,0.0,1.065119,1.202435,0.0,0.0,0.965311
7.725,0.948224,0.0,0.0,0.0,0.0,0.0,1.450679,0.0,0.0,0.0,0.0,0.0,1.503431,0.0,0.0,0.841101,0.870408,0.211008,0.211746,0.979324
7.775,0.599083,0.0,0.0,0.0,0.0,1.245477,1.353968,0.0,0.0,0.0,0.0,0.0,0.911324,0.0,0.0,0.415159,0.989438,0.416605,0.418062,0.888382
7.825,0.850212,0.0,0.0,0.0,0.0,1.229611,1.079658,0.0,0.0,0.0,0.0,0.0,0.66836,0.0,0.0,1.844416,0.719772,0.0,0.0,0.980249
7.875,0.912445,0.0,0.0,0.0,0.0,0.0,0.913707,0.0,0.0,0.0,0.0,0.0,0.761423,0.0,0.0,1.214046,0.761423,0.406092,0.407512,0.916902
7.925,1.117201,0.0,0.0,0.0,0.0,0.599388,0.576415,0.0,0.0,0.0,0.0,0.0,0.701722,0.0,0.0,0.599388,1.00246,0.200492,0.201193,0.855071
7.975,1.174412,0.0,0.0,0.0,0.0,0.0,0.519713,0.0,0.0,0.0,0.0,0.0,0.767196,0.0,0.0,0.591896,1.163168,0.197986,0.198678,0.869217
