r_A,bulk_Li_vac_c1_s1,bulk_Li_vac_c1_s2,bulk_Li_vac_c2_s1,bulk_Li_vac_c2_s2,bulk_ordered,gb_Sigma3_t1,gb_Sigma3_t1_Li_vac_c1_s1,gb_Sigma3_t1_Li_vac_c1_s2,gb_Sigma3_t1_Li_vac_c2_s1,gb_Sigma3_t1_Li_vac_c2_s2,gb_Sigma3_t2,gb_Sigma3_t2_Li_vac_c1_s1,gb_Sigma3_t2_Li_vac_c1_s2,gb_Sigma3_t2_Li_vac_c2_s1,gb_Sigma3_t2_Li_vac_c2_s2,gb_Sigma3_t3,gb_Sigma3_t3_Li_vac_c1_s1,gb_Sigma3_t3_Li_vac_c1_s2,gb_Sigma3_t3_Li_vac_c2_s1,gb_Sigma3_t3_Li_vac_c2_s2
7.525,5.869125,0.0,0.0,0.0,0.0,0.0,4.487423,0.0,0.0,0.0,0.0,0.0,3.124576,0.0,0.0,4.520664,5.318428,0.0,0.0,4.022061
7.575,6.733674,36.164065,36.164065,36.164065,36.164065,18.107151,3.837929,25.717403,25.717403,25.717403,25.717403,25.717403,3.706717,25.717403,25.717403,4.461182,3.313084,26.242248,26.242248,3.772323
7.625,5.390879,0.0,0.0,0.0,0.0,3.366898,2.97841,1.294961,1.294961,1.294961,1.294961,1.294961,2.946036,1.294961,1.294961,2.589922,2.298555,0.517984,0.517984,3.043158
7.675,3.210869,0.0,0.0,0.0,0.0,1.533772,2.716055,1.533772,1.533772,1.533772,1.533772,1.533772,2.779962,1.533772,1.533772,2.556287,2.58824,0.511257,0.511257,2.300658
7.725,2.037497,0.0,0.0,0.0,0.0,0.0,1.924018,0.0,0.0,0.0,0.0,0.0,2.20789,0.0,0.0,2.018642,1.860936,0.504661,0.504661,2.144807
7.775,0.983339,0.0,0.0,0.0,0.0,0.0,2.086173,1.245477,1.245477,1.245477,1.245477,1.245477,1.837078,1.245477,1.245477,1.494572,1.650257,0.0,0.0,1.21434
7.825,0.220639,0.0,0.0,0.0,0.0,0.737767,1.198871,0.0,0.0,0.0,0.0,0.0,1.16813,0.0,0.0,1.260351,0.922208,0.0,0.0,1.16813
7.875,0.043569,0.0,0.0,0.0,0.0,1.942474,0.455267,0.0,0.0,0.0,0.0,0.0,0.849833,0.0,0.0,0.940886,0.546321,0.0,0.0,0.728428
7.925,0.086042,0.0,0.0,0.0,0.0,1.438531,0.569418,0.0,0.0,0.0,0.0,0.0,0.749235,0.0,0.0,0.719265,0.599388,0.239755,0.239755,0.449541
7.975,0.0,0.0,0.0,0.0,0.0,0.0,0.532706,0.0,0.0,0.0,0.0,0.0,0.710275,0.0,0.0,0.473516,0.532706,0.0,0.0,0.769464
