r_A,bulk_Li_vac_c1_s1,bulk_Li_vac_c1_s2,bulk_Li_vac_c2_s1,bulk_Li_vac_c2_s2,bulk_ordered,gb_Sigma3_t1,gb_Sigma3_t1_Li_vac_c1_s1,gb_Sigma3_t1_Li_vac_c1_s2,gb_Sigma3_t1_Li_vac_c2_s1,gb_Sigma3_t1_Li_vac_c2_s2,gb_Sigma3_t2,gb_Sigma3_t2_Li_vac_c1_s1,gb_Sigma3_t2_Li_vac_c1_s2,gb_Sigma3_t2_Li_vac_c2_s1,gb_Sigma3_t2_Li_vac_c2_s2,gb_Sigma3_t3,gb_Sigma3_t3_Li_vac_c1_s1,gb_Sigma3_t3_Li_vac_c1_s2,gb_Sigma3_t3_Li_vac_c2_s1,gb_Sigma3_t3_Li_vac_c2_s2
7.275,1.20601,0.0,0.0,0.0,0.0,1.138047,0.975469,0.142752,0.143251,0.143251,0.142256,0.142752,0.773237,0.143251,0.143251,0.948372,0.945729,0.285503,0.286501,1.050505
7.325,1.189602,0.0,0.0,0.0,0.0,0.561282,0.909394,0.0,0.0,0.0,0.0,0.0,0.979798,0.0,0.0,1.029017,1.015001,0.187746,0.188402,1.047988
7.375,1.231787,0.0,0.0,0.0,0.0,0.692121,1.128616,0.833439,0.836353,0.836353,0.830545,0.833439,1.007073,0.836353,0.836353,1.199677,1.145979,0.092604,0.092928,1.103522
7.425,1.313787,0.0,0.0,0.0,0.0,1.547751,1.381841,0.274084,0.275042,0.275042,0.273132,0.274084,1.210538,0.275042,0.275042,1.32014,1.210538,0.182723,0.183362,1.06006
7.475,1.458304,0.0,0.0,0.0,0.0,0.763557,1.323979,0.0,0.0,0.0,0.0,0.0,1.470462,0.0,0.0,0.943218,1.121157,0.045072,0.045229,1.204228
7.525,1.375034,0.0,0.0,0.0,0.0,0.398882,1.41207,0.0,0.0,0.0,0.0,0.0,1.234172,0.0,0.0,1.285287,1.239731,0.355797,0.357041,1.199436
7.575,1.498947,0.0,0.0,0.0,0.0,0.699793,1.371546,0.0,0.0,0.0,0.0,0.0,1.420922,0.0,0.0,1.224638,1.261822,0.175558,0.176172,1.27174
7.625,1.455995,11.897113,11.897113,11.897113,11.897113,3.410064,1.115381,10.097987,10.089828,10.089828,10.100694,10.092573,1.337374,10.089828,10.089828,1.294961,1.120795,9.91931,9.915959,1.331184
7.675,1.5831,11.742607,11.742607,11.742607,11.742607,4.771735,1.234499,7.962789,7.953091,7.953091,7.967094,7.957445,1.405512,7.953091,7.953091,1.576377,1.223811,7.957445,7.953091,1.308533
7.725,1.600602,0.0,0.0,0.0,0.0,1.303707,1.403203,0.0,0.0,0.0,0.0,0.0,1.260772,0.0,0.0,0.967266,0.954811,0.0,0.0,1.14872
7.775,1.33296,0.0,0.0,0.0,0.0,0.373643,1.098797,0.0,0.0,0.0,0.0,0.0,1.15608,0.0,0.0,1.162445,1.031098,0.124982,0.125419,0.971994
7.825,1.094186,0.0,0.0,0.0,0.0,0.819741,1.177342,0.0,0.0,0.0,0.0,0.0,1.182483,0.0,0.0,0.778754,0.951128,0.164519,0.165095,0.851269
7.875,0.817551,0.0,0.0,0.0,0.0,0.607023,0.92386,0.0,0.0,0.0,0.0,0.0,0.908631,0.0,0.0,0.768896,0.847717,0.0,0.0,0.840494
7.925,1.0235,1.37668,1.37668,1.37668,1.37668,1.038939,0.89219,0.95735,0.955667,0.955667,0.95902,0.95735,0.922264,0.955667,0.955667,0.679306,0.857104,0.95735,0.955667,0.819862
7.975,0.996471,0.0,0.0,0.0,0.0,0.749734,0.915685,0.316778,0.317885,0.317885,0.315678,0.316778,0.757296,0.317885,0.317885,0.907573,0.980031,0.158389,0.158943,0.829482
