r_A,bulk_Li_vac_c1_s1,bulk_Li_vac_c1_s2,bulk_Li_vac_c2_s1,bulk_Li_vac_c2_s2,bulk_ordered,gb_Sigma3_t1,gb_Sigma3_t1_Li_vac_c1_s1,gb_Sigma3_t1_Li_vac_c1_s2,gb_Sigma3_t1_Li_vac_c2_s1,gb_Sigma3_t1_Li_vac_c2_s2,gb_Sigma3_t2,gb_Sigma3_t2_Li_vac_c1_s1,gb_Sigma3_t2_Li_vac_c1_s2,gb_Sigma3_t2_Li_vac_c2_s1,gb_Sigma3_t2_Li_vac_c2_s2,gb_Sigma3_t3,gb_Sigma3_t3_Li_vac_c1_s1,gb_Sigma3_t3_Li_vac_c1_s2,gb_Sigma3_t3_Li_vac_c2_s1,gb_Sigma3_t3_Li_vac_c2_s2
7.325,0.558337,0.0,0.0,0.0,0.0,1.052403,0.7065,0.7065,0.711449,0.711449,0.701602,0.7065,0.613281,0.711449,0.711449,0.428757,0.716312,0.2355,0.23715,0.904133
7.375,0.669317,0.0,0.0,0.0,0.0,0.230707,0.658233,0.0,0.0,0.0,0.0,0.0,0.488835,0.0,0.0,0.346061,0.522715,0.0,0.0,0.628727
7.425,0.557156,0.0,0.0,0.0,0.0,0.341416,0.544348,0.0,0.0,0.0,0.0,0.0,0.553898,0.0,0.0,0.417286,0.482273,0.381999,0.384675,0.3991
7.475,0.610808,0.0,0.0,0.0,0.0,0.224576,0.414596,0.0,0.0,0.0,0.0,0.0,0.452287,0.0,0.0,0.411722,0.57007,0.0,0.0,0.502898
7.525,0.549143,0.0,0.0,0.0,0.0,0.554003,0.483488,0.223148,0.224711,0.224711,0.221601,0.223148,0.497434,0.224711,0.224711,0.480136,0.390509,0.074383,0.074904,0.416652
7.575,0.535309,0.0,0.0,0.0,0.0,0.656056,0.518416,0.0,0.0,0.0,0.0,0.0,0.445012,0.0,0.0,0.400923,0.385371,0.146808,0.147836,0.39269
7.625,0.560923,0.0,0.0,0.0,0.0,0.215827,0.543334,0.0,0.0,0.0,0.0,0.0,0.69275,0.0,0.0,0.359711,0.466361,0.108667,0.109428,0.460509
7.675,0.508575,0.0,0.0,0.0,0.0,0.0,0.531808,0.0,0.0,0.0,0.0,0.0,0.527339,0.0,0.0,0.319536,0.464774,0.035752,0.036002,0.432027
7.725,0.559204,0.0,0.0,0.0,0.0,0.315413,0.432309,0.529358,0.533066,0.533066,0.525688,0.529358,0.472011,0.533066,0.533066,0.59578,0.366139,0.141162,0.142151,0.444222
7.775,0.570854,0.0,0.0,0.0,0.0,0.415159,0.330962,0.0,0.0,0.0,0.0,0.0,0.378864,0.0,0.0,0.276773,0.422412,0.0,0.0,0.425371
7.825,0.383979,0.0,0.0,0.0,0.0,0.102468,0.343943,0.0,0.0,0.0,0.0,0.0,0.391235,0.0,0.0,0.444026,0.455724,0.137577,0.138541,0.43727
7.875,0.360774,0.0,0.0,0.0,0.0,0.0,0.32261,0.203754,0.205181,0.205181,0.202341,0.203754,0.369303,0.205181,0.205181,0.5733,0.31412,0.339589,0.341968,0.367616
7.925,0.428691,0.0,0.0,0.0,0.0,0.133197,0.414956,0.0,0.0,0.0,0.0,0.0,0.301786,0.0,0.0,0.299694,0.448488,0.0,0.0,0.523383
7.975,0.41737,4.531447,4.531069,4.531069,4.531571,0.887843,0.426325,3.675503,3.672074,3.672074,3.682906,3.679642,0.422186,3.672074,3.672074,0.263065,0.459438,3.679642,3.672074,0.420976
